Product Title,Seller SKU Id,Sub-category,Listing Status,MRP,Your Selling Price,Fulfillment By,System Stock count,Procurement SLA,Procurement Type,Package Length - Length of the package in cms,Package Breadth - Breadth of the package in cms,Package Height - Height of the package in cms,Package Weight - Weight of the package in Kgs,Local Delivery Charge to Customer (per qty),Zonal Delivery Charge to Customer (per qty),National Delivery Charge to Customer (per qty),Harmonized System Nomenclature - HSN,Tax Code,Country of Origin ISO code,Listing Archival
Ikigai hindi,Ikigai hindi,book,ACTIVE,999,239,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"100 Baggers (English) (Hardcover, Mayer Christopher W)",100 Baggers (English),book,ACTIVE,499,238,Seller,0,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"100 Baggers (English, Paperback, Mayer Christopher W)",100 Baggers,book,ACTIVE,399,285,Seller,0,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"100 Baggers (Paperback, Christopher W. Mayer)","100 Baggers  (Paperback, Christopher W. Mayer, English)",book,ACTIVE,699,398,Seller,0,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"100 Baggers (Paperback, Christopher W. Mayer)","100 Baggers  (Paperback, Christopher W. Mayer)",book,ACTIVE,499,238,Seller,0,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"100 Baggers (Paperback, Christopher W. Mayer)","100 Baggers  (Paperback, English)",book,ACTIVE,499,257,Seller,0,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"100 Baggers (Paperback, Christopher W. Mayer)","100 Baggers(Paperback, Christopher W. Mayer)",book,ACTIVE,559,241,Seller,0,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"100 Baggers: Stocks That Return 100-to-1 and How To Find Them (Hardcover, Christopher W. Mayer)",100 Baggers (Hardcover),book,ACTIVE,499,458,Seller,20,1,express,15,3,20,0.4,0,0,0,49011010,GST_0,IN,NONE
"101 Essays that Will Change the Way You Think + Deep Work (2 Book Combo) (Paperback, JMD BOOKS)",101 Essays that Will Change the Way You Think + Deep Work,book,ACTIVE,1599,469,Seller,20,1,express,15,3,20,0.4,0,0,0,49011010,GST_0,IN,NONE
"30 DAYS Change Your Habits, Change Your Life ( Marathi ) (Paperback, Shubhangi Ranade - Bindu)","30 DAYS Change Your Habits, Change Your Life ( Marathi )",book,ACTIVE,300,270,Seller,0,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"4 Book Set by Freida McFadden ( One By One & The Perfect Son & The Ex & Ward D ) (Paperback, Freida McFadden)",4 Book Set by Freida McFadden ,book,ACTIVE,1899,738,Seller,18,1,express,15,3,25,1,0,0,0,49011010,GST_0,IN,NONE
"A Gentleman in Moscow (English, Paperback, Towles Amor)",Gentleman in Moscow. English  Paperback,book,ACTIVE,2055,599,Seller,5,1,express,15,20,3,0.4,0,0,0,49011010,GST_0,IN,NONE
"A Gentleman in Moscow Paperback – Notebook, 2 November 2017
by Amor Towles (Author) (Paperback, Amor Towles)",A Gentleman in Moscow,book,ACTIVE,599,403,Seller,20,1,express,15,3,25,0.2,0,0,0,49011010,GST_0,IN,NONE
"A Little Life (English, Paperback, Yanagihara Hanya)",A Little Life ,book,ACTIVE,1999,400,Seller,20,1,express,15,3,20,0.3,0,0,0,49011010,GST_0,IN,NONE
"A Little Life And A Man Called Ove (2 Book Combo) (Paperback, JMD BOOKS)",A Little Life And A Man Called Ove (2 Book Combo),book,ACTIVE,1999,478,Seller,20,1,express,15,3,20,0.5,0,0,0,49011010,GST_0,IN,NONE
"A Man Called Ove (English, Paperback, Backman Fredrik)",A Man Called Ove,book,ACTIVE,399,390,Seller,0,1,express,15,3,20,0.2,0,0,0,49011010,GST_0,IN,NONE
"AGNIPANKH (Marathi, Paperback, A,P.J.ABDUL KALAM)",AGNIPANKH  ,book,ACTIVE,250,235,Seller,13,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Agnipankh (Marathi, Paperback, Kalam A.P.J. Abdul)","Agnipankh  (Marathi, Paperback, Kalam A.P.J. Abdul)",book,ACTIVE,299,255,Seller,19,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Agnipankh (Marathi, Paperback, unknown)","Wings Of Fire Marathi Edition  (Paperback, A. P. J. Abdul Kalam)",book,ACTIVE,240,225,Seller,18,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"ALL NATURALS SET 4 BOOK (Paperback, JENNIFER LYNN BARNES)",The Naturals 4 book box,book,ACTIVE,4000,998,Seller,20,1,express,17,20,5,1.1,0,0,0,49011010,GST_0,IN,NONE
"Almond (Paperback, Won-pyung Sohn)",Almond- Paperback,book,ACTIVE,499,400,Seller,20,1,express,15,20,3,0.3,0,0,0,49011010,GST_0,IN,NONE
"Almond A Noel, English (Paperback, PyungWonSohn Lee)","Almond- Paperback, English",book,ACTIVE,1600,400,Seller,20,1,express,15,20,3,0.3,0,0,0,49011010,GST_0,IN,NONE
"Almond A Noel, English (Paperback, PyungWonSohn Lee)",Almond Novel English,book,ACTIVE,1600,400,Seller,20,1,express,15,20,3,0.3,0,0,0,49011010,GST_0,IN,NONE
"Always Remember (English, Hardcover, Mackesy Charlie)","Always Remember (English, Hardcover, Mackesy Charlie)",book,ACTIVE,1539,485,Seller,17,1,express,15,3,25,0.6,0,0,0,49011010,GST_0,IN,NONE
"Apurvai (Marathi, Paperback, P. L. Deshpande)","Apurvai (Marathi, Paperback)",book,ACTIVE,300,291,Seller,20,1,express,15,3,20,0.3,0,0,0,49011010,GST_0,IN,NONE
"Art of Living (English, Paperback, Epictetus Sharon)","Art of Living  (English, Paperback, Epictetus Sharon)",book,ACTIVE,1071,548,Seller,18,1,express,15,3,20,0.2,0,0,0,49011010,GST_0,IN,NONE
"Attitude Is Everything (English, Paperback, Keller Jeff)",Attitude Is Everything ,book,ACTIVE,499,300,Seller,20,1,express,15,3,20,0.3,0,0,0,49011010,GST_0,IN,NONE
"Audumbaravat | Eka Shoor Yoddhyachi Vilupt Kahani | Marathi (Paperback, Prem Dhande)",Audumbaravat Marathi Book,book,ACTIVE,399,330,Seller,18,1,express,15,3,20,0.3,0,0,0,49011010,GST_0,IN,NONE
"Babel (English, Paperback, Kuang R.F.)",Babel,book,ACTIVE,1410,455,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Babel (English, Paperback, Kuang R.F.)","Babel  (English, Paperback, Kuang R.F.)",book,ACTIVE,1211,370,Seller,19,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Babel (Paperback, R KuangF)",Babel  (Paperback),book,ACTIVE,2449,380,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Babel Book (Paperback, Kuang R.F.)",Babel Book,book,ACTIVE,1556,353,Seller,19,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Babel, English (Paperback, R KuangF)","Babel (English, Paperback)",book,ACTIVE,2449,336,Seller,19,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Babel, or the Necessity of Violence (Paperback, R. F. Kuang)","Babel (Paperback, R. F. Kuang)",book,ACTIVE,999,361,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Behave : The Biology of Humans at Our Best and Worst (Paperback, Robert M. Sapolsky)",Behave : The Biology of Humans at Our Best and Worst,book,ACTIVE,799,448,Seller,5,1,express,15,3,20,0.4,0,0,0,49011010,GST_0,IN,NONE
"Beloved (English, paperback, Morrison toni) (Paperback, Morrison toni)",Beloved ,book,ACTIVE,599,276,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Beloved (Paperback, Toni Morrison)","Beloved  (Paperback, Toni Morrison)",book,ACTIVE,799,238,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Berserk Manga Box Set (Volume: 1-11) (Paperback, Miura Kentaro)",Berserk Manga Box Set (Volume: 1-11) ,book,ACTIVE,4999,2453,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"BEST OF INVESTMENT | (INTELLIGENT INVESTOR AND HOW TO MAKE MONEY IN STOCKS) | 2 BOOKS COMBO | INVESTMENT BOOKS | STOCK MARKET BOOKS | PAPERBACK | ENGLISH | GET BOOKMARKS (Paperback, BENJAMIN GRAHAM, WILLIAM J O'NEIL)",Intelligent Investor+How to make money in stocks,book,ACTIVE,899,648,Seller,20,1,express,15,20,3,0.7,0,0,0,49011010,GST_0,IN,NONE
"Big Panda and Tiny Dragon (English, Hardcover, Norbury James)",Big Panda and Tiny Dragon ,book,ACTIVE,1680,599,Seller,17,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Bleach Box Set (vol. 1-21) (Paperback, Kubo Tite)",Bleach Box Set 1 ,book,ACTIVE,12999,2516,Seller,19,1,express,15,3,25,2.6,0,0,0,49011010,GST_0,IN,NONE
"Blue Lock Manga Set (Volume 1-21) (Paperback, Muneyuki Kaneshiro)",Blue Lock Manga Set (Volume 1-21) ,book,ACTIVE,13999,2400,Seller,19,1,express,15,20,25,3,0,0,0,49011010,GST_0,IN,NONE
"Blue Lock, Manga Combo Set, Vol. 1-7 (English, Paperback, Kaneshiro Muneyuki) (Paperback, Kaneshiro Muneyuki)","Blue Lock, Manga Combo Set, Vol. 1-7",book,ACTIVE,3995,1291,Seller,0,1,express,15,3,20,0.3,0,0,0,49011010,GST_0,IN,NONE
"Blue Sisters: The instant top ten bestseller from the author of Cleopatra and Frankenstein eBook : Mellors, Coco: Amazon.in: Kindle Store  - Blue Sisters: The instant top ten bestseller (Paperback, NIL)",Blue Sisters,book,ACTIVE,999,297,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"BOOK TIEF  - THE BOOK THIEF with 2 Disc (Paperback, MARKUS ZUSAK)",English - The Book Thief,book,ACTIVE,657,400,Seller,5,1,express,15,20,3,0.4,0,0,0,49011010,GST_0,IN,NONE
"BOXSET of 3 Urmila + Radha : Part 1 + Parvati (Marathi) | मोगऱ्याचे तीन सुगंध (मराठी ) (Paperback, samar)",BOXSET of 3 Urmila + Radha : Part 1 + Parvati (Marathi) ,book,ACTIVE,930,623,Seller,95,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"breath (Paperback, prem rawat)",Breath,book,ACTIVE,300,286,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Budhbhushan (Marathi) (Hardcover, Prabhakar Takwale)","Budhbhushan (Marathi)  (Hardcover, Prabhakar Takwale)",book,ACTIVE,399,372,Seller,17,1,express,15,3,20,0.2,0,0,0,49011010,GST_0,IN,NONE
"Butcher & Blackbird (English, Paperback, Weaver Brynne)",Butcher & Blackbird  ,book,ACTIVE,2142,416,Seller,20,1,express,15,3,20,0.2,0,0,0,49011010,GST_0,IN,NONE
"Butcher & Blackbird (The Ruinous Love Trilogy, #1) by Brynne Weaver (Paperback, Brynne Weaver)",Butcher & Blackbird,book,ACTIVE,786,413,Seller,20,1,express,15,3,20,0.2,0,0,0,49011010,GST_0,IN,NONE
"Calm The Chaotic Mind (Paperback, Kunal Dudeja)",Calm The Chaotic Mind,book,ACTIVE,749,336,Seller,20,1,express,15,3,20,0.2,0,0,0,49011010,GST_0,IN,NONE
"Chhaava (English, Paperback, SAWANT SHIVAJI)","Chhaava  (English, Paperback, SAWANT SHIVAJI)",book,ACTIVE,899,577,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"CHHAWA | CHHAAVA | CHAVA | CHHAVA | CHAAVA - SHIVAJI SAWANT CHATRAPATI SHIVAJI MAHARAJ | SAMBHAJI MAHARAJ | MARATHI EDITION LIMITED EDITION [PAPERBACK] | LIMITED TIME MOVIE POSTER EDITION (Paperback, SHIVAJI SAWANT)",Chhava By Shivaji Sawant (Marathi),book,ACTIVE,625,486,Seller,32,1,express,15,3,25,1,0,0,0,49011010,GST_0,IN,NONE
"Cleopatra and Frankenstein (English, Paperback, Mellors Coco)",Cleopatra and Frankenstein,book,ACTIVE,1083,297,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Cleopatra and Frankenstein (English, Paperback, Mellors Coco)",Cleopatra and Frankenstein (Paperback),book,ACTIVE,1601,682,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"CLEOPATRA AND FRANKENSTEIN (Paperback, Coco Mellors)","CLEOPATRA AND FRANKENSTEIN  (Paperback, Coco Mellors)",book,ACTIVE,500,297,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Cleopatra and Frankenstein (Paperback, Coco Mellors)","Cleopatra and Frankenstein  (Paperback, Coco Mellors)",book,ACTIVE,599,300,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"CLEOPATRA and FRANKENSTEIN+Blue Sisters (Paperback, COCO MELLORS)",CLEOPATRA and FRANKENSTEIN+Blue Sisters  (Paperback),book,ACTIVE,599,498,Seller,19,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"COMBO OF 2 BEST SELLING BOOKS YOU MUST READ[ THE ALCHEMIST AND IKIGAI] (Paperback, PANLO COELHO)",Ikigai + The Alchemist,book,ACTIVE,399,380,Seller,20,1,express,15,20,3,0.4,0,0,0,49011010,GST_0,IN,NONE
"Combo of 2 book Steve Jobs and Intelligent investor  - Combo of two book investment skills with 2 Disc (Paperback, Steve Jobs, Walter Isaacson, Benjamin Graham)",Steve Jobs + The Intelligent Investor,book,ACTIVE,980,548,Seller,20,1,express,15,20,3,0.7,0,0,0,49011010,GST_0,IN,NONE
"Combo Of 4 Books: Solo Leveling Manga, (Volume- 1,2,3,4) (Paperback, Chugong)","Combo Of 4 Books: Solo Leveling Manga, (Volume- 1,2,3,4)",book,ACTIVE,2192,1244,Seller,30,1,express,15,3,20,0.5,0,0,0,49011010,GST_0,IN,NONE
"Dark Verse Series Books Collection, The Predator, The Reaper, The Emperor, The Finisher, The Annihilator, The Syndicator, RuNyx, Paperback, English (Paperback, RuNyx)",Dark Verse series 6 book,book,ACTIVE,3499,961,Seller,30,1,express,17,20,5,1,0,0,0,49011010,GST_0,IN,NONE
"Dark Verse Series Set of 5 Books The Predator + The Reaper + The Emperor + The Finisher + The Annihilator (Paperback, RuNyx)",5 Book dark verse set,book,ACTIVE,4999,900,Seller,20,1,express,15,20,5,1,0,0,0,49011010,GST_0,IN,NONE
"Dark Verse Series Set of 6 Books The Predator + The Reaper + The Emperor + The Finisher + The Annihilator + The Syndicater (English, Paperback, RuNyx) (Paperback, ruNyx) (Paperback, RuNyx)",Dark Verse series 6 book set.,book,ACTIVE,2499,961,Seller,30,1,express,17,20,5,1,0,0,0,49011010,GST_0,IN,NONE
"Dead Med (Paperback, Freida McFadden)",Dead Med,book,ACTIVE,899,300,Seller,0,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Dead Med By 
Freida McFadden (Paperback, Freida McFaddenFreida McFadden)",Dead Med By Freida McFadden,book,ACTIVE,699,286,Seller,0,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Deep Work  - RULES FOR FOCUSED SUCCESS IN A DISTRACTED WORLD (English, Paperback, Newport Cal)",Deep Work: Rules for Focused Success in a Distracted World ,book,ACTIVE,399,298,Seller,20,1,express,15,3,20,0.3,0,0,0,49011010,GST_0,IN,NONE
"Deep work (Paperback, Cal Newport)","Deep work (Paperback,Cal Newport)",book,ACTIVE,499,300,Seller,20,1,express,15,3,20,0.3,0,0,0,49011010,GST_0,IN,NONE
"DEEP WORK, rules for focused success in destracted world by CAL NEWPORT  - Book for Success in life, Deep Work. (Paperback, Cal newport)",Deep Work: rules for focused success in distracted world,book,ACTIVE,399,295,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Deep Work: Rules for Focused Success in a Distracted World  - Deep Work (Paperback, Cal Newport)","Deep Work (Paperback,Cal Newport)  ",book,ACTIVE,499,295,Seller,20,1,express,15,3,20,0.3,0,0,0,49011010,GST_0,IN,NONE
"Deep Work: Rules for Focused Success in a Distracted World (Paperback, Cal Newport)",Deep Work: Rules for Focused Success in a Distracted World,book,ACTIVE,299,298,Seller,19,1,express,15,3,20,0.3,0,0,0,49011010,GST_0,IN,NONE
"Deep Work: Rules for Focused Success in a Distracted World
(The Book Bridge) (Paperback, Cal Newport.)","Deep Work (Paperback, Cal Newport)  ",book,ACTIVE,599,300,Seller,20,1,express,15,3,20,0.3,0,0,0,49011010,GST_0,IN,NONE
"Dharm (Marathi) | ???? (?????) (Paperback, Samar)",Dharm ,book,ACTIVE,370,286,Seller,29,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Dog Man 13 (English, Hardcover, Pilkey Dav)",Dog Man 13,book,ACTIVE,713,573,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Dog Man Set of 3 Books: Dog Man, Unleashed, A Tale of Two Kitties, Dav Pilkey, Paperback, English (Paperback, Dav Pilkey)",Dog Man Set of 3 Book,book,ACTIVE,1750,863,Seller,19,1,express,15,3,25,1.2,0,0,0,49011010,GST_0,IN,NONE
"DON'T BELIEVE EVERYTHING YOU THINK +MASTER YOUR MINDSET (Paperback, JOSEPH NGUYEH, MINDSET READING)",DON'T BELIEVE EVERYTHING YOU THINK +MASTER YOUR MINDSET,book,ACTIVE,699,266,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"DON'T BELIEVE EVERYTHING YOU THINK +MASTER YOUR MINDSET +THINK STRAIGHT +WIN YOUR INNER BATTLES + YOU BECOME WHAT YOU THINK (Paperback, JOSEPH NGUYEH, MINDSET READING, DARIUS FOROUX, DARIUS FOROUX, SHUBHAM KUMAR SINGH)",Dont believe+You became+Think straight+Master+Inner,book,ACTIVE,1299,630,Seller,20,1,express,15,20,3,0.7,0,0,0,49011010,GST_0,IN,NONE
"Don't Sweat the Small Stuff  - Simple Ways to Keep the Little Things From Taking Over Your Life (English, Paperback, Carlson Richard)",Don't Sweat the Small Stuff,book,ACTIVE,370,332,Seller,100,1,express,15,3,20,0.3,0,0,0,49011010,GST_0,IN,NONE
"DONT SWEAT THE SMALL STUFF (Paperback, Richard Carlson)",Dont sweat small stuff,book,ACTIVE,599,269,Seller,20,1,express,15,20,3,0.2,0,0,0,49011010,GST_0,IN,NONE
"Dopamine Detox : A Simple Guide to Eliminate Distractions and Train Your Brain to Do Hard Things (Paperback,Thibaut Meurisse)  - Power of Focus in Your Hands – Dopamine Detox Book in Hindi & Other Indian Languages (Paperback, Thibaut Meurisse)",Dopamine   Detox Eng,book,ACTIVE,245,239,Seller,20,1,express,15,20,3,0.2,0,0,0,49011010,GST_0,IN,NONE
"Dopamine Detox: Tumchya manaala kathin karye karanyasaathi aani adthale dur karanyas prashikshit karnaari ek sopi margdarshika (Marathi) (Paperback, Thibaut Meurisse)","Dopamine Detox (Paperback, Marathi, Thibaut Meurisse)",book,ACTIVE,245,238,Seller,1,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Dork Diaries 10 books box set (Paperback, Rachel Renee Russell)",Dork Diaries Book Set,book,ACTIVE,6249,2134,Seller,20,1,express,15,3,25,0.5,0,0,0,49011010,GST_0,IN,NONE
"Dork Diaries x 10 title Slipcase set (English, Paperback, Russell Rachel Renee)","Dork Diaries 12 books set (Paperback, English)",book,ACTIVE,2462,2029,Seller,20,1,express,15,3,25,0.5,0,0,0,49011010,GST_0,IN,NONE
"Dork Diaries x 12 2018 set (English, Mixed media product, Russell Rachel Renee)",Dork Diaries,book,ACTIVE,4224,4013,Seller,20,1,express,15,3,25,0.5,0,0,0,49011010,GST_0,IN,NONE
"Dork Diaries X 12 2018 Shrinpa (English, Paperback, Rachel Renee Russell)",Dork Diaries Set of 12,book,ACTIVE,3999,2021,Seller,20,1,express,15,3,25,0.5,0,0,0,49011010,GST_0,IN,NONE
"Dotcom Secrets (English, Electronic book text, Brunson Russell)",Dotcom Secrets: English,book,ACTIVE,3800,361,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Dotcom Secrets (English, Paperback, Brunson Russell)","Dotcom Secrets  (English, Paperback)",book,ACTIVE,2374,436,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Dotcom Secrets (English, Paperback, Brunson Russell)","Dotcom Secrets  (English, Paperback, Brunson Russell)",book,ACTIVE,1580,347,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"DotCom Secrets (Paperback, English) (Paperback, Russell Brunson)","DotCom Secrets (Paperback, English, Russell Brunson)",book,ACTIVE,999,278,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"DOTCOM SECRETS (Paperback, RUSSELL BRUNSON)","DOTCOM SECRETS  (Paperback, RUSSELL BRUNSON)",book,ACTIVE,1000,276,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Ek Bhakar Tin Chuli | Deva Zingad | New Era Publishing House | Marathi Book (Paperback, Deva Zingad)",Ek Bhakar Tin Chuli,book,ACTIVE,450,376,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Ek Hota Carver (Marathi, Paperback, unknown)","Ek Hota Carver  (Marathi, Paperback)",book,ACTIVE,299,276,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Ek Hota Carver (Marathi, Undefined, Gavankar Veena)",Ek Hota Carver  (Marathi),book,ACTIVE,327,272,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Elon Musk  - Tech : The Elon Musk Story (Paperback, Walter Isaacson)",Elon Musk Story,book,ACTIVE,985,333,Seller,20,1,express,15,3,20,0.3,0,0,0,49011010,GST_0,IN,NONE
Essays Of Warren Buffet 3/Ed: Lessons for Investors and Managers Revised ed by Cunningham (CUNNINGHAM),The Essays Of Warren Buffet,book,ACTIVE,999,436,Seller,0,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Famous Five: 21 Exciting Adventures! (set Of 21 Books) (Paperback, Enid Blyton)",Famous Five: 21 Exciting Adventures (set Of 21 Books),book,ACTIVE,6999,1900,Seller,20,1,express,15,3,20,2,0,0,0,49011010,GST_0,IN,NONE
"Fearful (English, Paperback, Roberts Lauren)","Fearful  (English, Paperback, Roberts Lauren)",book,ACTIVE,499,295,Seller,0,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
