Product Title,Seller SKU Id,Sub-category,Listing Status,MRP,Your Selling Price,Fulfillment By,System Stock count,Procurement SLA,Procurement Type,Package Length - Length of the package in cms,Package Breadth - Breadth of the package in cms,Package Height - Height of the package in cms,Package Weight - Weight of the package in Kgs,Local Delivery Charge to Customer (per qty),Zonal Delivery Charge to Customer (per qty),National Delivery Charge to Customer (per qty),Harmonized System Nomenclature - HSN,Tax Code,Country of Origin ISO code,Listing Archival
"Fire Punch, Vol. 01 & Vol. 2 & Vol. 3 & Vol. 4 & Vol. 5 & Vol. 6 & Vol. 7 & Vol. 8 (Tatsuki Fujimoto) + your name. Vol. 1 (manga) (combo) (set of 9 books) (Paperback, Makoto Shinkai)",Fire Punch your name. Vol. 1 (manga) (combo) (set of 9 books),book,ACTIVE,3999,1579,Seller,20,1,express,15,3,20,0.3,0,0,0,49011010,GST_0,IN,NONE
"Fooled by Randomness (Paperback, Nicholas Nassim Taleb)",Fooled by Randomness,book,ACTIVE,1800,300,Seller,20,1,express,15,3,20,0.3,0,0,0,49011010,GST_0,IN,NONE
"Freida McFadden 4 Books Collection Set (The Tenant, Never Lie, The Locked Door & The Coworker) (Paperback, FRIEDA MCFADDEN)",Freida McFadden 4 Books Collection Set,book,ACTIVE,1999,852,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Freida McFadden Thriller Series 10 Books Collection Set (The Housemaid, The Housemaid's Secret, Housemaid Is Watching, Never Lie, Coworker, Locked Door, Teacher, Inmate, The Crash and Boyfriend) (Paperback, FRIEDA MCFADDEN)",Freida McFadden Thriller Series 10 Books Collection Set,book,ACTIVE,5999,2283,Seller,50,1,express,15,10,25,1.5,0,0,0,49011010,GST_0,IN,NONE
"Gathod (Marathi, Paperback, Pu. La Deshpande)","Gathod  (Marathi, Paperback, Pu. La Deshpande)",book,ACTIVE,394,295,Seller,19,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Glow Glossary Combo Of 5 Best Selling Book (Rich Dad Bad Dad,Ikigai,Atomic Habit,Psychology Of Money And The Substle Art Of Not Giving A Fu*K) (English, Paperback, CLEAR JAMES)","Rich Dad,Ikigai,Atomic Habit,Psychology of Money,Substle Art",book,ACTIVE,2999,818,Seller,30,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God Of 3 Book Series God Of Wrath+ God Of Ruin+ God Of Pain (Paperback, Rina Kent)",God Of 3 Book Series God Of Wrath+ God Of Ruin+ God Of Pain,book,ACTIVE,1299,705,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God of Fury (Deluxe Edition) (English, Paperback, Kent Rina)",God of Fury ,book,ACTIVE,699,350,Seller,48,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God of Fury (English, Paperback, Kent Rina)","God of Fury (English, Paperback, Kent Rina)",book,ACTIVE,999,364,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God of Fury (Paperback, Rina Kent)","God of Fury  (Paperback, Rina Kent) ",book,ACTIVE,865,350,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"GOD OF FURY (Paperback, RINA KENT)","GOD OF FURY  (Paperback, RINA KENT)",book,ACTIVE,999,353,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God of Fury (Paperback, Rina Kent)","God of Fury (Paperback, Rina Kent)",book,ACTIVE,499,346,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God of Fury, God of Wrath, God of Malice, God of Ruin, Set of 4 Books Paperback Perfect Paperback – 1 January 2024
by RINA KENT (Author) (Paperback, rina kent)","God of Fury, God of Wrath, God of Malice, God of Ruin: Set of 4",book,ACTIVE,2499,849,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God of Fury: Special Edition Print: 5 (Legacy of Gods Special Edition Print) (Paperback, Rina Kent)",God of Fury: Rina Kent,book,ACTIVE,499,346,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God of Fury: Special Edition Print: 5 (Legacy of Gods Special Edition Print) Paperback – Import, 6 December 2023
by Rina Kent (Author) (Paperback, rina kent)",God of Fury:  Rina Kent,book,ACTIVE,999,353,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God of Fury: Special Edition Print: 5 (Legacy of Gods Special Edition Print) Paperback – Import, 6 December 2023
by Rina Kent (Author) (Paperback, rina kent)",God of Fury by Rina Kent,book,ACTIVE,999,344,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God of Malice (English, Paperback, Kent Rina)",God of Malice ,book,ACTIVE,1899,357,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God of Malice (Paperback, Rina Kent)","God of Malice (Paperback, Rina Kent) ",book,ACTIVE,999,348,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"GOD OF MALICE (Paperback, RINA KENT)","GOD OF MALICE  (Paperback, RINA KENT)",book,ACTIVE,999,353,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God of Malice (Paperback, Rina Kent)","God of Malice  (Paperback, Rina Kent)",book,ACTIVE,899,362,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God of Malice (Paperback, Rina Kent)","God of Malice  (Paperback, Rina Kent) ",book,ACTIVE,899,341,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God of Malice + God of Ruin (Paperback, Rina Kent)","God of Malice + God of Ruin  (Paperback, Rina Kent)",book,ACTIVE,999,458,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God Of Malice + God of War + God of Fury (Paperback, Rina Kent)",God Of Malice + God of War + God of Fury (3 Books),book,ACTIVE,999,705,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God of Malice: Special Edition Print: 1 (Legacy of Gods Special Edition) Paperback – Import, 14 July 2022
by Rina Kent (Author) (Paperback, Rina Kent)","God of Malice (Paperback, Rina Kent)",book,ACTIVE,899,353,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God of Pain (English, Paperback, Kent Rina)",God of Pain ,book,ACTIVE,999,341,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God of Pain (English, Paperback, Kent Rina)","God of Pain  (English, Paperback, Kent Rina)",book,ACTIVE,1185,346,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God of Pain (Paperback, Rina Kent)","God of Pain  (Paperback, Rina Kent)",book,ACTIVE,460,344,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God of Pain (Standard Edition) (English, Paperback, Kent Rina)",God of Pain,book,ACTIVE,1999,1694,Seller,50,1,express,15,3,25,2.8,0,0,0,49011010,GST_0,IN,NONE
"God of Ruin (English, Paperback, Kent Rina)",God of Ruin ,book,ACTIVE,1039,350,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God of Ruin (Paperback, Rina Kent)","God of Ruin  (Paperback, Rina Kent)",book,ACTIVE,599,344,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God of Ruin (Paperback, Rina Kent)","God of Ruin (Paperback, Rina Kent)",book,ACTIVE,499,344,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"god of ruin book set (Paperback, RINA KENT)",Rina Kent Books Collection 6 Book set (Paperback),book,ACTIVE,4999,1778,Seller,20,1,express,15,3,25,0.5,0,0,0,49011010,GST_0,IN,NONE
"God of War (English, Paperback, Kent Rina)",God of War,book,ACTIVE,2317,346,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God of War (Paperback, Rina Kent)","God of War  (Paperback, Rina Kent)",book,ACTIVE,699,344,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God of War (Paperback, Rina Kent)","God of War (Paperback, Rina Kent)",book,ACTIVE,455,346,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God of War + God of Malice + God of Ruin (Paperback, Rina Kent)",God of War + God of Malice + God of Ruin,book,ACTIVE,999,658,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God of War ----Paperback – by RINA KENT (Paperback, RINA KENT)","God of War (Paperback, RINA KENT)",book,ACTIVE,599,442,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God of War: An Enemies to Lovers Marriage Romance (Legacy of Gods Book 6) (Rina Kent books) (Paperback, Rina Kent)",God of War: Rina kent,book,ACTIVE,999,373,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"GOD OF WRATH (Paperback, Rina Kent Rina Kent)",GOD OF WRATH ,book,ACTIVE,350,274,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God of Wrath (Paperback, Rina Kent)","God of Wrath  (Paperback, Rina Kent)",book,ACTIVE,599,346,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"God of wrath (Salmon, Rina)",God of Wrath by RIna Kent,book,ACTIVE,843,346,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"god of wrath book (Paperback, RINA KENT)",Rina Kent Books Collection 6 Book set,book,ACTIVE,4000,1614,Seller,20,1,express,15,3,25,0.5,0,0,0,49011010,GST_0,IN,NONE
"GOD SERIES 6BOOKS RINA KENT (Paperback, RINA KENT)",GOD SERIES 6 BOOKS COLLECTION,book,ACTIVE,3600,1382,Seller,50,1,express,15,3,25,0.5,0,0,0,49011010,GST_0,IN,NONE
"Good Vibes, Good Life (Marathi, Paperback, King Vex)","Good Vibes, Good Life",book,ACTIVE,350,300,Seller,20,1,express,15,3,25,0.2,0,0,0,49011010,GST_0,IN,NONE
"Gunaho Ka Devta  - Gunahon Ka Devta (गुनाहों का देवता)
Novel by Dharamvir Bharati (Hindi, Paperback, unknown)",Gunaho ka Devta,book,ACTIVE,299,285,Seller,20,1,express,15,20,3,0.3,0,0,0,49011010,GST_0,IN,NONE
"Gunaho Ka Devta - Bestselling Novel Of All Time (Paperback, Dharmveer Bharti)",Gunaho ka Devta (Paperback),book,ACTIVE,999,289,Seller,20,1,express,15,20,3,0.3,0,0,0,49011010,GST_0,IN,NONE
"Gunaho Ka Devta (Hindi) (Paperback, धर्मवीर भारती)",Book (Gunaho ka Devta),book,ACTIVE,599,280,Seller,20,1,express,15,20,3,0.3,0,0,0,49011010,GST_0,IN,NONE
"Gunaho Ka Devta (Hindi, Paperback, unknown)","Gunaho ka Devta (Hindi,Paperback)",book,ACTIVE,299,280,Seller,20,1,express,15,20,3,0.3,0,0,0,49011010,GST_0,IN,NONE
"Gunaho ka devta (Paperback, Dharamvir bharti)",Gunaho ka Devta (Paperback) Hindi,book,ACTIVE,399,280,Seller,20,1,express,15,20,3,0.3,0,0,0,49011010,GST_0,IN,NONE
"Gunaho Ka Devta (Paperback, धर्मवीर भारती)",Hindi(Gunaho ka Devta),book,ACTIVE,499,278,Seller,20,1,express,15,20,3,0.3,0,0,0,49011010,GST_0,IN,NONE
"Gunaho Ka Devta (Paperback, धर्मवीर भारती)",Hindi  - gunaho ka devta,book,ACTIVE,499,280,Seller,20,1,express,15,20,3,0.3,0,0,0,49011010,GST_0,IN,NONE
"Hacking the Case Interview (English, Paperback, Warfield Taylor)",Hacking the Case Interview,book,ACTIVE,599,373,Seller,1,1,express,15,3,20,0.3,0,0,0,49011010,GST_0,IN,NONE
"Hacking the Case Interview (Paperback, Taylor Warfield)","Hacking the Case Interview (Paperback, Taylor Warfield)",book,ACTIVE,499,376,Seller,1,1,express,15,3,20,0.3,0,0,0,49011010,GST_0,IN,NONE
"Hacking the Case Interview (Paperback, Taylor Warfield)",Hacking the Case Interview (Paperback),book,ACTIVE,599,373,Seller,1,1,express,15,3,20,0.3,0,0,0,49011010,GST_0,IN,NONE
"Hacking the Case Interview (Paperback, Taylor Warfield)","Hacking the Case Interview (Paperback, Taylor Warfield) ",book,ACTIVE,599,350,Seller,1,1,express,15,3,20,0.3,0,0,0,49011010,GST_0,IN,NONE
"Heal Your Body (English, Paperback, Hay Louise L.)",Heal Your Body,book,ACTIVE,199,175,Seller,3,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Heal Your Body (Paperback, Louise Hay)","Heal Your Body  (Paperback, Louise Hay)",book,ACTIVE,359,255,Seller,30,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Heart lamp (Paperback, Banu mushtaq)",Heart lamp (Paperback),book,ACTIVE,499,332,Seller,20,1,express,15,3,20,0.3,0,0,0,49011010,GST_0,IN,NONE
"Heart lamp (Paperback, Banu mushtaq)","Heart lamp (Paperback, Banu mushtaq)",book,ACTIVE,400,200,Seller,20,1,express,154,3,20,0.3,0,0,0,49011010,GST_0,IN,NONE
"Heart Lamp (Paperback, Mushtaq Banu Dr)",Heart Lamp,book,ACTIVE,399,332,Seller,18,1,express,15,3,20,0.3,0,0,0,49011010,GST_0,IN,NONE
"HEART LAMP [SELECTED STORIES] (Paperback, BANU MUSHTAQ)",HEART LAMP (SELECTED STORIES),book,ACTIVE,499,295,Seller,20,1,express,15,3,20,0.3,0,0,0,49011010,GST_0,IN,NONE
"Heart lamp book (Paperback, Banu mushtaq)","Heart lamp book (Paperback, Banu mushtaq)",book,ACTIVE,599,295,Seller,20,1,express,15,3,20,0.3,0,0,0,49011010,GST_0,IN,NONE
"Heroes of Olympus Complete Collection 5 Books Box Set -The Lost Hero/The Son of Neptune/The Mark of Athena/The Blood of Olympus by Rick Riordan (Paperback, Riordan Rick)",Heroes of Olympus Complete Collection 5 Books Box Set,book,ACTIVE,2015,1617,Seller,0,1,express,15,3,25,2.1,0,0,0,49011010,GST_0,IN,NONE
"Hidden Hindu Bhag 1 (Edition1),the (Marathi, Paperback, unknown)",Hidden Hindu Bhag 1,book,ACTIVE,299,245,Seller,17,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Hindu (Marathi, Paperback, Nemade Bhalchandra)","Hindu  (Marathi, Paperback, Nemade Bhalchandra)",book,ACTIVE,750,423,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Hogwarts Library #1-3
J. K. Rowling Collection 3 Books Bundle,The Hogwarts Library Box Set (English, Book, Rowling J. K.) (Paperback, Rowling J. K.)","Hogwarts Library (Paperback, Rowling J. K.)",book,ACTIVE,1450,1347,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"How to Get from Where You are to Where You Want to be  - The 25 Principles of Success (English, Paperback, Canfield Jack)",How to Get from Where You are to Where You Want to be ,book,ACTIVE,369,367,Seller,20,1,express,15,3,20,0.2,0,0,0,49011010,GST_0,IN,NONE
"How to Win Friends and Influence People  - The First and Still the Best Book of Its kind on Self-Help (English, Paperback, Carnegie Dale)",How to win friends and Influence people,book,ACTIVE,210,186,Seller,17,1,express,15,20,3,0.3,0,0,0,49011010,GST_0,IN,NONE
"Hunger Games 4 Book Box Set (English, Paperback, unknown)",Hunger Games 4 Book,book,ACTIVE,1999,998,Seller,20,1,express,15,20,3,0.9,0,0,0,49011010,GST_0,IN,NONE
"I Love Dork! (English, Paperback, Russell Rachel Renee)",Dork Diaries 12 books set,book,ACTIVE,4005,3097,Seller,20,1,express,15,3,25,0.5,0,0,0,49011010,GST_0,IN,NONE
"Ikigai  - Ikigai (Hindi, Paperback, Garci Hector)",Ikigai: Hindi,book,ACTIVE,299,242,Seller,50,1,express,15,3,20,0.3,0,0,0,49011010,GST_0,IN,NONE
"Ikigai & Think Like A Monk (2 Book Combo) (Paperback, JMD BOOKS)",Ikigai + Think like monk,book,ACTIVE,1499,389,Seller,20,1,express,15,20,3,0.4,0,0,0,49011010,GST_0,IN,NONE
"Ikigai (Marathi, Paperback, GarciA HeCtor)","Ikigai  (Marathi, Paperback, GarciA HeCtor)",book,ACTIVE,288,251,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Ikigai (इकिगाई (Hindi, Paperback, Azimi Chiyo)","Ikigai (Hindi, Paperback)",book,ACTIVE,299,233,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Ikigai + Eat That Frog! (2 Book Combo) (Paperback, JMD BOOKS)",Ikigai + Eat That Frong,book,ACTIVE,999,389,Seller,20,1,express,15,20,3,0.4,0,0,0,49011010,GST_0,IN,NONE
"Ikigai + Sapiens (2 Book Combo) (Paperback, JMD BOOKS)",Ikigai + Sapiens,book,ACTIVE,1599,400,Seller,20,1,express,15,20,3,0.4,0,0,0,49011010,GST_0,IN,NONE
"Ikigai + The Secret + Mans Searching For Meaning (Combo Of 3 Best Selling Book) (English) (Paperback, VICKOR E.FRANKL, Garcia Hector, Byrne Rhonda)",Ikigai+Secret+Mans Search for meaning,book,ACTIVE,999,498,Seller,20,1,express,15,20,3,0.2,0,0,0,49011010,GST_0,IN,NONE
"Ikigai + Zero To One (2 Book Combo) (Paperback, JMD BOOKS)",Ikigai + Zero to one,book,ACTIVE,1699,400,Seller,20,1,express,15,20,3,0.2,0,0,0,49011010,GST_0,IN,NONE
"Ikigai And 48 Shakti Combo (Hindi,Paper Back) (Paperback, Robert Greene)",Ikigai And 48 Shakti Combo,book,ACTIVE,799,353,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"IKigai book in hindi language (Paperback, Francesc Miralles)",IKigai book in hindi,book,ACTIVE,499,236,Seller,0,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"IKIGAI HINDI (Paperback, Francesc Miralles, Hector Garcia)",IKIGAI Hindi.,book,ACTIVE,499,233,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"IKIGAI Hindi (Paperback, Hector García)","IKIGAI Hindi  (Paperback, Hector)",book,ACTIVE,499,194,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"IKIGAI Hindi (Paperback, हेक्टर गार्सिया और फ्रान्सेस्क मिरालेस (Hector Garcia, Francesc Miralles))",IKIGAI Hindi ,book,ACTIVE,499,200,Seller,0,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"IKIGAI Hindi (Paperback, हेक्टर गार्सिया और फ्रान्सेस्क मिरालेस (Hector GarciaFrancesc Miralles))",IKIGAI Hindi,book,ACTIVE,499,228,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"IKIGAI Hindi (Paperback, हेक्टर गार्सिया और फ्रान्सेस्क मिरालेस (Hector GarciaFrancesc Miralles))",IKIGAI Hindi  (Paperback),book,ACTIVE,499,278,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"IKIGAI HINDI EDITION (Paperback, Francesc Miralles, Hector Garcia)","IKIGAI HINDI (Paperback, Francesc Miralles, Hector Garcia)",book,ACTIVE,599,238,Seller,19,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"IKIGAI HINDI EDITION (Paperback, Héctor García)",IKIGAI HINDI EDITION,book,ACTIVE,999,225,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"India, that is Bharat (Paperback, J. SAI DEEPAK)","India that is Bharat  (Paperback, J. SAI DEEPAK)",book,ACTIVE,1503,473,Seller,30,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"It Ends with Us + it Starts with Us (English, Paperback, Hoover Colleen)",It Ends with Us + it Starts with Us,book,ACTIVE,935,609,Seller,30,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Keep Your Brain Alive (English, Paperback, Katz Lawrence)",Keep Your Brain Alive ,book,ACTIVE,949,407,Seller,2,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Kosala (Marathi, Paperback, Namade Bhalacandra)",Kosla ,book,ACTIVE,360,294,Seller,89,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Kosla (Marathi, Paperback, Nemade Bhalchandra)","Kosla  (Marathi, Paperback, Nemade Bhalchandra)",book,ACTIVE,450,395,Seller,98,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Krishna (English, Paperback, Missal Kevin)",Krishna  ,book,ACTIVE,399,339,Seller,19,1,express,15,3,20,0.2,0,0,0,49011010,GST_0,IN,NONE
"Leather & Lark (English, Paperback, Weaver Brynne)",Leather & Lark,book,ACTIVE,1099,401,Seller,20,1,express,15,3,20,0.2,0,0,0,49011010,GST_0,IN,NONE
"Leather & Lark (Paperback, Brynne Weaver)","Leather & Lark  (Paperback, Brynne Weaver)",book,ACTIVE,799,397,Seller,20,1,express,15,3,25,0.2,0,0,0,49011010,GST_0,IN,NONE
"Legacy of Gods Series Collection 6 Books Set By Rina Kent (God of Pain, God of Fury, God of Ruin, God of War, God of Malice & God of Wrath (Paperback, Rina Kent) (Paperback, Rina Kent)",Gods Series Collection 6 Books Set,book,ACTIVE,3999,1672,Seller,50,1,express,15,3,25,0.5,0,0,0,49011010,GST_0,IN,NONE
"Legacy of Gods Series Collection 6 Books Set By Rina Kent (God of Pain, God of Fury, God of Ruin, God of War, God of Malice & God of Wrath) (Paperback, Rina Kent)",Legacy of Gods Series Collection 6 Books Set,book,ACTIVE,3599,1614,Seller,19,1,express,15,5,25,2.1,0,0,0,49011010,GST_0,IN,NONE
"Life Amazing Secret +The 48 Laws Of Power (Paperback, Hindi, Gour Gopal Das) (Paperback, Hindi, Robert Greene, Gour Gopal Das) (Paperback, Gour Gopal, Robert Greene)","Life Amazing Secret +The 48 Laws Of Power (Paperback, Hindi)",book,ACTIVE,799,355,Seller,0,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Love, Hope and Magic (English, Paperback, Bagrecha Ashish)","Love, Hope and Magic (English, Paperback, Bagrecha Ashish)",book,ACTIVE,399,281,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Love, Hope and Magic (English, Paperback, Bagrecha Ashish)","Love, Hope and Magic  (English, Paperback, Bagrecha Ashish)",book,ACTIVE,299,281,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Love, Hope and Magic (English, Paperback, Bagrecha Ashish)","Love, Hope and Magic",book,ACTIVE,309,296,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Mahabhartatil 108 Adbhut Rahasye (Marathi) | ??????????? ??? ?????? ?????? (?????) (Paperback, Samar)",Mahabhartatil 108 Adbhut Rahasye (Marathi),book,ACTIVE,300,286,Seller,30,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Mahamaya Nilavanti (Marathi, Paperback, Ingle Sumedhkumar)","Mahamaya Nilavanti  (Marathi, Paperback, Ingle Sumedhkumar)",book,ACTIVE,399,300,Seller,86,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"MAKE YOUR BED (Paperback, WILLIAM H. McRAVEN)",MAKE YOUR BED,book,ACTIVE,440,280,Seller,19,1,express,15,3,20,0.2,0,0,0,49011010,GST_0,IN,NONE
"Manifest 7 Steps to living your best life, English (Paperback, NafousiRoxie)",Manifest 7 Steps to living your best life,book,ACTIVE,899,332,Seller,18,1,express,15,3,20,0.2,0,0,0,49011010,GST_0,IN,NONE
