Product Title,Seller SKU Id,Sub-category,Listing Status,MRP,Your Selling Price,Fulfillment By,System Stock count,Procurement SLA,Procurement Type,Package Length - Length of the package in cms,Package Breadth - Breadth of the package in cms,Package Height - Height of the package in cms,Package Weight - Weight of the package in Kgs,Local Delivery Charge to Customer (per qty),Zonal Delivery Charge to Customer (per qty),National Delivery Charge to Customer (per qty),Harmonized System Nomenclature - HSN,Tax Code,Country of Origin ISO code,Listing Archival
"Man's Search For Meaning (English, Electronic book text, Frankl Viktor E)",Mans search for meaning book,book,ACTIVE,3800,428,Seller,20,1,express,15,20,3,0.3,0,0,0,49011010,GST_0,IN,NONE
"Master Your Emotions: A Practical Guide to Overcome Negativity and Better Manage Your Feelings
Book (Paperback, Thibaut Meurisse)",Master Your Emotions,book,ACTIVE,999,330,Seller,19,1,express,15,3,20,0.2,0,0,0,49011010,GST_0,IN,NONE
"Master Your Mindset  - Master your mindest (English, Paperback, unknown)","Master Your Mindset (English, Paperback, unknown)",book,ACTIVE,209,178,Seller,20,1,express,15,3,25,0.1,0,0,15,49011010,GST_0,IN,NONE
"Master Your Mindset (Paperback, Mindset Reading)",Master Your Mindset ,book,ACTIVE,499,255,Seller,20,1,express,15,3,25,0.1,0,0,0,49011010,GST_0,IN,NONE
"Master Your Mindset (Paperback, Mindset Reading)","Master Your Mindset  (Paperback, Mindset Reading)",book,ACTIVE,350,251,Seller,20,1,express,15,3,25,0.1,0,0,0,49011010,GST_0,IN,NONE
"Master Your Mindset (Paperback, Mindset Reading)","Master Your Mindset (Paperback, Mindset Reading)",book,ACTIVE,320,261,Seller,20,1,express,15,3,25,0.1,0,0,0,49011010,GST_0,IN,NONE
"Master Your Mindset (Paperback, Mindset-Reading)","Master Your Mindset  (Paperback, Mindset-Reading)",book,ACTIVE,2200,231,Seller,20,1,express,15,3,25,0.1,0,0,0,49011010,GST_0,IN,NONE
"Master Your Mindset (Paperback, Reading Mindset)","Master Your Mindset  (Paperback, Reading Mindset)",book,ACTIVE,2200,281,Seller,20,1,express,15,3,25,0.1,0,0,0,49011010,GST_0,IN,NONE
"MASTER YOUR MINDSET + THINK STRAIGHT + YOU BECOME WHAT YOU THINK (Paperback, MINDSET READING, DARIUS FOROUX, SHUBHAM KUMAR SINGH)",Master your mindset+Think Straight+U Became what u,book,ACTIVE,899,448,Seller,20,1,express,15,20,3,0.3,0,0,0,49011010,GST_0,IN,NONE
"Master Your Mindset + You Become What You Think (Paperback, Mindset Reading, Shubham Kumar Singh)",Master your mindset+ You Became what U think,book,ACTIVE,600,350,Seller,20,1,express,15,20,3,0.3,0,0,0,49011010,GST_0,IN,NONE
"Master Your Mindset + You Become What You Think + Win Your Inner Battles (Paperback, Mindset Reading, Shubham Kumar Singh, Foroux Darius)",MDT + Win your inner battles + U became what u think,book,ACTIVE,800,498,Seller,20,1,express,15,20,3,0.3,0,0,0,49011010,GST_0,IN,NONE
"Master Your Mindset: How To Get What You Truly Deserve (English) (Paperback, Mindset Reading)",Master Your Mindset (English),book,ACTIVE,299,264,Seller,20,1,express,15,3,25,0.1,0,0,0,49011010,GST_0,IN,NONE
"Master Your Mindset: How To Get What You Truly Deserve (Paperback, Mindset Reading)",Master Your Mindset: How To Get What You Truly Deserve,book,ACTIVE,390,258,Seller,20,1,express,15,3,25,0.1,0,0,0,49011010,GST_0,IN,NONE
"Master Your Mindset: How To Get What You Truly Deserve (Paperback, Mindset Reading)",Master Your Mindset:How To Get What You Truly Deserve,book,ACTIVE,520,265,Seller,20,1,express,15,3,25,0.1,0,0,0,49011010,GST_0,IN,NONE
"MASTER YOUR MINDSET+MASTER YOUR THINKING (Paperback, Mindset Reading)",Master your mindset+Master your thinking,book,ACTIVE,599,350,Seller,20,1,express,15,20,3,0.3,0,0,0,49011010,GST_0,IN,NONE
"MASTER YOUR MINDSET+STOP OVERTHINKING (Paperback, Mindset Reading)",Master your mindset + Stop Overthing Forever,book,ACTIVE,599,370,Seller,20,1,express,15,20,3,0.3,0,0,0,49011010,GST_0,IN,NONE
"MASTER YOUR MINDSET+THE ART OF NOT OVERTHINKING (Paperback, Mindset Reading)",MASTER YOUR MINDSET+THE ART OF NOT OVERTHINKING,book,ACTIVE,499,297,Seller,50,1,express,15,3,25,0.2,0,0,0,49011010,GST_0,IN,NONE
"MASTER YOUR MINDSET+THINK STRAIGHT (Paperback, MINDSET READING, DARIUS FOROUX)",Master your mindset + Think Straight,book,ACTIVE,699,360,Seller,20,1,express,15,20,3,0.3,0,0,0,49011010,GST_0,IN,NONE
"Mindset - Updated Edition: Changing The Way You Think To Fulfil Your Potential (Paperback, Carol Dweck)","Mindset (Paperback, Carol Dweck)",book,ACTIVE,999,281,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Mindset (Paperback, Dweck carol s)",Mindset  ,book,ACTIVE,399,282,Seller,29,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Naruto Box Set1 Vol 1-27 Original Books (Paperback, Kishimoto Masashi)",Naruto Box Set1 Vol 1-27,book,ACTIVE,12999,3079,Seller,20,1,express,15,3,25,3.5,0,0,0,49011010,GST_0,IN,NONE
"never lie book (Paperback, freida mcfadden)",Never Lie,book,ACTIVE,1292,286,Seller,19,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"No Rules Rules (English, Paperback, Hastings Reed)","No Rules Rules (English, Paperback, Hastings Reed)",book,ACTIVE,789,295,Seller,18,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Not Quite Dead Yet (Paperback, Holly Jackson)","Not Quite Dead Yet  (Paperback, Holly Jackson)",book,ACTIVE,966,345,Seller,45,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Not Quite Dead Yet (Paperback, Holly Jackson)","Not Quite Dead Yet (Paperback, Holly Jackson)",book,ACTIVE,999,297,Seller,14,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Not Quite Dead Yet: A GMA Book Club Pick (English, Paperback, Jackson Holly)",Not Quite Dead Yet,book,ACTIVE,2699,368,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Notes from the Underground (English, Paperback, unknown)",Notes from the Underground,book,ACTIVE,149,147,Seller,20,1,express,15,3,25,0.2,49,49,65,49011010,GST_0,IN,NONE
"On earth we we're briefly gorgeous by ocean vuong english paperback (Paperback, ocean vuong)",On earth we we're briefly gorgeous by ocean vuong,book,ACTIVE,499,274,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"On Earth We're Briefly Gorgeous (Paperback, ocean vuong)",On Earth We're Briefly Gorgeous,book,ACTIVE,750,281,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Once Upon a Broken Heart ( Set Of 3)  - The Ballad Of Never After + Once Upon A Broken Heart + A Curse For True Love (Paperback, Stephanie Garber)",Once Upon a Broken Heart ( Set Of 3) ,book,ACTIVE,2449,799,Seller,20,1,express,15,3,25,0.9,0,0,0,49011010,GST_0,IN,NONE
"Once Upon a Broken Heart ( Set Of 3) (Paperback, Stephanie Garber) (Paperback, Stephanie Garber)",Once Upon a Broken Heart ( Set Of 3),book,ACTIVE,2999,789,Seller,49,1,express,15,3,25,0.9,0,0,0,49011010,GST_0,IN,NONE
"One In a Billion (English, Hardcover, Holland Sonal C.)","One In a Billion  (English, Hardcover, Holland Sonal C.)",book,ACTIVE,599,432,Seller,0,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"One Piece Box Set 1: East Blue and Baroque Works (English, Paperback, Oda Eiichiro)","One Piece Box Set 1 (English, Paperback)",book,ACTIVE,14999,3935,Seller,20,1,express,15,3,25,2,0,0,0,49011010,GST_0,IN,NONE
"One Piece Box Set 1: East Blue and Baroque Works (English, Paperback, Oda Eiichiro) (Paperback, Oda Eiichiro)",One Piece Box Set 1: East Blue and Baroque Works,book,ACTIVE,14692,2795,Seller,18,1,express,25,27,14,3.57,0,0,0,49011010,GST_0,IN,NONE
"One Piece Box Set 2 : Skypiea and Water Seven Manga (Volumes 24-46 ) (Paperback, Eiichiro Oda)",One Piece Box Set 2 ,book,ACTIVE,8838,2601,Seller,30,1,express,15,3,25,2,0,0,0,49011010,GST_0,IN,NONE
"One Piece Box Set 2: Skypiea and Water Seven: Volumes 24-46 with Premium (2) (One Piece Box Sets) (Paperback, Eiichiro Oda)",One Piece Box Set 2: Skypiea and Water Seven,book,ACTIVE,12999,2590,Seller,20,1,express,15,3,25,2,0,0,0,49011010,GST_0,IN,NONE
"One Piece Box Set 3: Thriller Bark to New World: Volumes 47-70 (Paperback, Eiichiro Oda)",One Piece Box Set 3,book,ACTIVE,10000,3253,Seller,20,1,express,15,3,25,2,0,0,0,49011010,GST_0,IN,NONE
"One Piece Box Set 4: Dressrosa to Reverie (English, Paperback, Oda Eiichiro)",One Piece Box Set 4,book,ACTIVE,14141,2610,Seller,4,1,express,15,15,25,3,0,0,0,49011010,GST_0,IN,NONE
"One Piece Box Set Vol 1: Volumes 1-23 with Premium: Volume 1 (One Piece Box Sets) (Paperback, Eiichiro Oda)",One Piece Box Set Vol 1: Volumes 1-23,book,ACTIVE,12999,2798,Seller,19,1,express,15,10,25,3.5,0,0,0,49011010,GST_0,IN,NONE
"Parvati (Marathi) | पार्वती (मराठी) (Paperback, Samar)",Parvati (Marathi),book,ACTIVE,290,289,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"pratishpchandra (Marathi, Paperback, Dr.prakash koyade)",Pratishpchandra,book,ACTIVE,410,339,Seller,19,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Quantum Theory (Paperback, Max Planck, Niels Bohr)","Quantum Theory  (Paperback, Max Planck, Niels Bohr)",book,ACTIVE,299,285,Seller,44,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Radha (Marathi, Paperback, Moghe Chinmay Kiran)","Radha  (Marathi, Paperback, Moghe Chinmay Kiran)",book,ACTIVE,290,278,Seller,49,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Radheya (Marathi, Paperback, Desai Ranjeet)","Radheya  (Marathi, Paperback, Desai Ranjeet)",book,ACTIVE,299,270,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Ramrajya (Hindi, Paperback, Rana Ashutosh)","Ramrajya (Hindi, Hardcover, Rana Ashutosh)",book,ACTIVE,687,500,Seller,20,1,express,15,3,25,0.7,0,0,0,49011010,GST_0,IN,NONE
"Ravan Raja Rakshsancha (Marathi, Paperback, unknown)","Ravan Raja Rakshsancha  (Marathi, Paperback, unknown)",book,ACTIVE,450,395,Seller,43,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Reckless (Paperback, Lauren Roberts)","Reckless (Paperback, Lauren Roberts)",book,ACTIVE,499,370,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Reckless (Paperback, Lauren Roberts)",Reckless ,book,ACTIVE,499,300,Seller,20,1,express,15,3,20,0.2,0,0,0,49011010,GST_0,IN,NONE
"Ret Ki Machhali + Gunhao Ka Devta ( 2 Best Combo Books ) (Paperback, kanta bharti + dharamveer bharti)",Ret ki machli + Gunaho ka devta,book,ACTIVE,799,351,Seller,20,1,express,15,20,3,0.4,0,0,0,49011010,GST_0,IN,NONE
"Ret ki machli (hindi) (Paperback, कांता भारती)",Ret ki machli Hindi,book,ACTIVE,399,248,Seller,20,1,express,15,20,3,0.3,0,0,0,49011010,GST_0,IN,NONE
"Ret ki machli (Paperback, कांता भारती)",Ret ki machli,book,ACTIVE,672,248,Seller,20,1,express,15,20,3,0.3,0,0,0,49011010,GST_0,IN,NONE
"Ret ki machli book (Paperback, कांता भारती)",Ret ki machli book,book,ACTIVE,599,248,Seller,20,1,express,15,20,3,0.3,0,0,0,49011010,GST_0,IN,NONE
"Rich Dad Poor Dad and Ikigai (Best Selling Combo) (Paperback, JMD BOOKS)",Ikigai + Rich Dad,book,ACTIVE,1099,400,Seller,20,1,express,15,20,3,0.4,0,0,0,49011010,GST_0,IN,NONE
"RICH DAD+SECRET MARATHI (india, Robert Kiyosaki)",Rich Dad Poor Dad + Secret Marathi ,book,ACTIVE,415,405,Seller,36,1,express,15,3,25,0.61,0,0,0,49011010,GST_0,IN,NONE
"Rich Dad's Cashflow Quadrant: Guide to Financial Freedom (Paperback, Robert T. Kiyosaki)",Rich Dad's Cashflow Quadrant: Guide to Financial Freedom,book,ACTIVE,599,298,Seller,19,1,express,15,3,20,0.2,0,0,0,49011010,GST_0,IN,NONE
"Rina Kent Books Collection, God of Malice, God of Pain, God of Wrath, God of Ruin, God of Fury, God of War, Rina Kent, Paperback, English (Paperback, Rina Kent)",Rina Kent Books Collection,book,ACTIVE,3999,1576,Seller,19,1,express,21,20,20,0.8,0,0,0,49011010,GST_0,IN,NONE
"RUIN FURY WRATH MALICE (Paperback, RINA KENT)",RUIN FURY WRATH MALICE (4 Books),book,ACTIVE,2499,1273,Seller,20,1,express,15,3,25,0.5,0,0,0,49011010,GST_0,IN,NONE
"RULES FOR SUCCESS (Paperback, CAL NEWPORT)",Deep Work: Rules for focused success,book,ACTIVE,399,295,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Sambhaji (Marathi, Paperback, PATIL VISHWAS)","Sambhaji  (Marathi, Paperback, PATIL VISHWAS)",book,ACTIVE,900,697,Seller,19,1,express,15,3,25,0.83,0,0,0,49011010,GST_0,IN,NONE
"Samudramanthan (Marathi) | ?????????? (?????) (Paperback, Samar)",Samudra manthan Marathi book,book,ACTIVE,250,248,Seller,30,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Scythe & Sparrow ( Paperback, English, Brynne Weaver) (Paperback, Brynne Weaver)",Scythe & Sparrow ,book,ACTIVE,799,416,Seller,20,1,express,15,3,20,0.2,0,0,0,49011010,GST_0,IN,NONE
"Scythe & Sparrow (English, Paperback, Weaver Brynne)",Scythe & Sparrow,book,ACTIVE,499,481,Seller,20,1,express,15,3,20,0.2,0,0,0,49011010,GST_0,IN,NONE
"Scythe & Sparrow (Paperback, Brynne Weaver)",Scythe & Sparrow  ,book,ACTIVE,999,419,Seller,20,1,express,15,3,20,0.2,0,0,0,49011010,GST_0,IN,NONE
"Scythe & Sparrow+ Leather & Lark + Butcher & Blackbird (Set of 3) (Shutter wheel, Brynne)",Scythe & Sparrow+ Leather & Lark + Butcher & Blackbird,book,ACTIVE,1499,900,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Secrets of the Millionaire Mind  - Mastering the Inner Game of Wealth (English, Paperback, Eker T. Harv)",Secrets of the million mind,book,ACTIVE,1021,298,Seller,20,1,express,15,20,3,0.3,0,0,0,49011010,GST_0,IN,NONE
"SECRETS OF THE MILLIONAIRE MIND  - Mastering the Inner Game of Wealth (Paperback, T. HARV EKER)","Secrets of the millionaire mind -English,Paperback",book,ACTIVE,407,348,Seller,20,1,express,15,20,3,0.3,0,0,0,49011010,GST_0,IN,NONE
"Shakti ke 48 niyam : The power of 48 Laws Hindi (Paperback, Robert Greene)",Shakti ke 48 niyam : The power of 48 Laws Hindi ,book,ACTIVE,799,242,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Shivaji the Management Guru (Marathi, Paperback, Jadhav Namdevrao)","Shivaji the Management Guru (Marathi, Paperback)",book,ACTIVE,290,277,Seller,50,1,express,15,3,20,0.2,0,0,0,49011010,GST_0,IN,NONE
"Shivnetra Bahirji | Spy of Swarajya By Bahirji Naik | Volume 1 | (Paperback, Prem Dhande)",Shivnetra Bahirji ,book,ACTIVE,399,339,Seller,13,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Shivnetra Bahirji Khand 2 (Paperback, Prem Dhande)","Shivnetra Bahirji Khand 2  (Paperback, Prem Dhande)",book,ACTIVE,449,369,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Shivnetra Bahirji Khand 3 | Prem Dhande | Marathi Book (Paperback, Prem Dhande)",Shivnetra Bahirji Khand 3,book,ACTIVE,499,360,Seller,50,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"Shriman Yogi (Marathi, Hardcover, DESAI RANJEET)",Shriman Yogi,book,ACTIVE,675,619,Seller,49,1,express,15,5,20,1.19,0,0,0,49011010,GST_0,IN,NONE
"Solo Leveling Manga Series, Vol 1-11, 11 Collection Books Set by Chugong (box set) (Paperback, Chugong)","Solo Leveling Manga Series, Vol 1-11, 11 Collection Books",book,ACTIVE,2699,2642,Seller,30,1,express,15,3,25,0.5,0,0,0,49011010,GST_0,IN,NONE
"Solo Leveling, Vol. 1 & Vol. 2 & Vol. 3 (comic manga) (combo of 3 books) (Paperback, Chugong)","Solo Leveling, Vol. 1 & Vol. 2 & Vol. 3",book,ACTIVE,1999,581,Seller,15,1,express,18.95,17.27,5.24,0.8,0,0,0,49011010,GST_0,IN,NONE
"Solo Leveling, Vol. 1 (Paperback, DUBU)","Solo Leveling, Vol. 1  (Paperback, DUBU)",book,ACTIVE,799,554,Seller,20,1,express,15,3,25,0.2,0,0,0,49011010,GST_0,IN,NONE
"Solo Leveling, Vol. 2 (comic) (English, Paperback, Blackman Abigail)","Solo Leveling, Vol. 2 (comic)",book,ACTIVE,599,554,Seller,20,1,express,15,3,20,0.2,0,0,0,49011010,GST_0,IN,NONE
"Solo Leveling, Vol. 4 (comic)  - Solo leveling vol 4 (English, Paperback, Blackman Abigail)","Solo Leveling, Vol. 4 (comic)",book,ACTIVE,799,546,Seller,20,1,express,15,3,20,0.2,0,0,0,49011010,GST_0,IN,NONE
"The 1-Page Marketing Plan (English, Paperback, Dib Allan)",The 1-Page Marketing Plan ,book,ACTIVE,1652,701,Seller,1,1,express,15,3,20,0.2,0,0,0,49011010,GST_0,IN,NONE
"The 22 Immutable Laws Of Marketing with 2024 Disc (English, Paperback, Ries Al)",The 22 Immutable Laws Of Marketing,book,ACTIVE,499,463,Seller,20,1,express,15,3,20,0.2,0,0,0,49011010,GST_0,IN,NONE
"THE 48 LAWS OF POWER - SHAKTI KE 48 NIYAM - Hindi Edition (Paperback, Robert Greene)",THE 48 LAWS OF POWER - SHAKTI KE 48 NIYAM - Hindi,book,ACTIVE,985,280,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"THE 48 LAWS OF POWER - SHAKTI KE 48 NIYAM - Hindi Edition (Paperback, Robert Greene)",SHAKTI KE 48 NIYAM - Hindi,book,ACTIVE,999,273,Seller,10,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"The 48 Laws of Power (English, Paperback, Greene Robert)",The 48 Laws of Power,book,ACTIVE,699,286,Seller,18,1,express,15,3,52,0.3,0,0,0,49011010,GST_0,IN,NONE
"The 48 Laws Of Power (English, Paperback, Greene Robert)","The 48 Laws Of Power  (English, Paperback, Greene Robert)",book,ACTIVE,999,338,Seller,16,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"THE 48 LAWS OF POWER (Paperback, Robert Greene)",THE 48 LAWS OF POWER,book,ACTIVE,2275,494,Seller,30,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"THE 48 LAWS OF POWER by Robert Greene (Paperback, THE 48 LAWS OF POWER by Robert Greene INTERNATIONAL BESTSELLER NEW EDITION)",THE 48 LAWS OF POWER by Robert Greene,book,ACTIVE,499,444,Seller,20,1,express,15,3,20,0.2,0,0,0,49011010,GST_0,IN,NONE
"The 5 Types of Wealth  - The 5 Types of Wealth (Paperback, Sahil Bloom)","The 5 Types of Wealth (Paperback, Sahil Bloom)",book,ACTIVE,771,292,Seller,0,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"The 5 Types Of Wealth (English, Paperback, Bloom Sahil)",The 5 Types Of Wealth ,book,ACTIVE,599,332,Seller,0,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"The 5 Types Of Wealth (Paperback, Sahil Bloom)",The 5 Types Of Wealth,book,ACTIVE,649,244,Seller,0,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"THE 5 TYPES OF WEALTH (Paperback, SAHIL BLOOM)",THE 5 TYPES OF WEALTH,book,ACTIVE,999,278,Seller,0,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"The 5 Types of Wealth : A Transformative Guide to Design Your Dream Life (Paperback, Sahil Bloom)","The 5 Types of Wealth (Paperback, Sahil Bloom)  ",book,ACTIVE,499,251,Seller,0,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"The 80/20 Principle (English, Paperback, Koch Richard)","The 80/20 Principle  (English, Paperback, Koch Richard)",book,ACTIVE,699,344,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"THE 80/20 PRINCIPLE (Paperback, RICHARD KOCH)",THE 80/20 PRINCIPLE  (RICHARD KOCH),book,ACTIVE,999,292,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"THE 80/20 PRINCIPLE (Paperback, RICHARD KOCH)","THE 80/20 PRINCIPLE  (Paperback, RICHARD)",book,ACTIVE,1050,250,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"The 80/20 Principle Book (Paperback, Richard Koch)","The 80/20 Principle (Paperback, Richard Koch)",book,ACTIVE,999,281,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"The 80/20 Principle: The Secret of Achieving More with Less (Paperback, Richard Koch)",The 80/20 Principle: The Secret of Achieving More with Less  ,book,ACTIVE,999,260,Seller,19,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"THE ALCHEMIST + THE SECRET + IKIGAI (2 BOOK COMBO) (Paperback, JMD BOOKS)",The Alchemist + Ikigai + The Secret,book,ACTIVE,1699,420,Seller,20,1,express,15,20,3,0.5,0,0,0,49011010,GST_0,IN,NONE
"THE ALCHEMIST + THE SECRET +RICH DAD POOR DAD + IKIGAI (4 BOOK COMBO) (Paperback, JMD BOOKS)",Alchemist+Ikigai+Secrets +Rich Dad Poor Dad,book,ACTIVE,1799,599,Seller,20,1,express,15,20,3,0.7,0,0,0,49011010,GST_0,IN,NONE
"The Art of Not Overthinking - Believing in Yourself and Building Your Dream Life + Master Your Mindset: How To Get What You Truly Deserve (Paperback, Kapoor Shaurya, Mindset Reading)",The Art of Not Overthinking + Master Your Mindset,book,ACTIVE,660,250,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"The Art Of Not Overthinking : Believing In Yourself And Building Your Dream Life + The Art Of Being Alone: Loneliness Was My Cage, Solitude Is My Home (Paperback, Renuka Gavrani, Shaurya Kapoor)  - The Art of Not Overthinking & Being Alone Combo (Paperback, Renuka Gavrani)",Art Of Not Overthinking + Art Of Being Alone,book,ACTIVE,799,483,Seller,30,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"The art of saying no (Paperback, Damon Zahariades)","The art of saying no  (Paperback, Damon Zahariades)",book,ACTIVE,805,347,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"The Art Of Saying No (Paperback, Demon Zahariades)","The Art Of Saying No  (Paperback, Demon Zahariades)",book,ACTIVE,499,352,Seller,20,1,express,15,3,25,0.3,0,0,0,49011010,GST_0,IN,NONE
"The Art Of War  - Sun Tzu. The art of war (Paperback, Sun Tzu)",The Art Of War,book,ACTIVE,299,291,Seller,20,1,express,15,3,20,0.2,0,0,0,49011010,GST_0,IN,NONE
